"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"235","ICE","-0.27295397238151986","0.4662027833001988","154.75","-0.023351192474365234","-0.05049699544906616","0.2327846735715866","Finance_Insurance_RealEstate","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"236","LIN","-0.27295397238151986","0.46819085487077533","507.9200134277344","-0.00466388463973999","0.01058495044708252","0.1750403493642807","Manufacturing","INDUSTRIAL INORGANIC CHEMICALS","1","1","0","POS","2026-04-28T18:16:00Z","2.238888888888889","18.0","War or Peace, the Artificial Intelligence (AI) Chip Industry Just Learned Depending on One Route for 30% of Its Helium Is Risky","As the world's largest industrial gas company and major supplier of helium recovery infrastructure, Linde is the most direct beneficiary of rising helium prices and growing demand for recycling systems.","helium shortage;semiconductor supply chain;Strait of Hormuz;Qatar;EUV lithography","False","False","False"
"237","DECK","-0.27300621446468665","0.4701789264413519","100.87999725341797","-0.07048743963241577","0.026141762733459473","0.39072737097740173","Manufacturing","RUBBER & PLASTICS FOOTWEAR","0","0","0","NO-NEWS","","","","","","","False","False","False"
"238","C","-0.27345165176281055","0.4721669980119284","127.44000244140625","-0.004219412803649902","0.10577011108398438","0.273190438747406","Finance_Insurance_RealEstate","NATIONAL COMMERCIAL BANKS","1","0","0","NEUTRAL","2026-04-27T22:59:00Z","3.042361111111111","22.0","Churchill Capital Corp XII Announces the Pricing of Upsized $360 Million Initial Public Offering","Citigroup is mentioned solely in its role as sole book-running manager for the offering. This is a standard underwriting engagement with no indication of strategic significance or performance implications.","IPO;SPAC;Churchill Capital Corp XII;blank-check company;Michael Klein","False","False","False"
"239","ADBE","-0.2735344367696841","0.474155069582505","250.7100067138672","0.021471619606018066","0.03206825256347656","0.47490638494491577","Services","SERVICES-PREPACKAGED SOFTWARE","6","3","2","POS","2026-05-01T18:51:00Z","-0.7854166666666667","18.0","3 Software Stocks to Buy on the Dip With Accelerating AI-Driven Earnings Growth","Down 30% YTD but posted earnings beat with strong subscription growth. Firefly AI adoption robust with 45% sequential increase in generative credit consumption and 75% QoQ ARR growth. Forward P/E of 10.5x with 60.1% upside to fair value.","software stocks;AI-driven growth;buy on the dip;valuation;earnings growth","False","False","False"
"240","WSM","-0.2745916597647064","0.4761431411530815","179.99000549316406","-0.05541849136352539","-0.0009990334510803223","0.33123403787612915","Retail","RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES","1","0","1","NEG","2026-05-01T18:34:47Z","-0.7741550925925926","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Home furnishing company exposed to similar forces as homebuilders; weak housing market impacts consumer spending on home goods.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"241","FTV","-0.27635615019980864","0.47813121272365805","59.029998779296875","-0.03372079133987427","0.05260336399078369","0.2720586657524109","Manufacturing","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","0","0","0","NO-NEWS","","","","","","","False","False","False"
"242","PH","-0.27846741902049693","0.4801192842942346","882.22998046875","-0.09465658664703369","-0.028445303440093994","0.36044618487358093","Manufacturing","MISCELLANEOUS FABRICATED METAL PRODUCTS","1","1","0","POS","2026-04-28T14:00:00Z","2.4166666666666665","14.0","Bulk Filtration Market Report 2026, Competitive Analysis of 3M, Eaton, Parker-Hannifin, Pentair, Merck, Danaher, Mann+Hummel - Analyst Recommendations and Globa","Listed among major competitors in a market experiencing significant expansion with strong growth drivers including regulatory compliance and technological advancement.","bulk filtration;smart filtration;IoT and AI integration;membrane filtration;environmental regulations","False","False","False"
"243","KDP","-0.2792356036809134","0.4821073558648111","29.09000015258789","-0.004448950290679932","0.14934813976287842","0.35331064462661743","Manufacturing","BEVERAGES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"244","LNT","-0.28014594625610606","0.4840954274353877","74.05999755859375","0.024201393127441406","0.01660943031311035","0.15519247949123383","Transportation_Utilities","ELECTRIC & OTHER SERVICES COMBINED","0","0","0","NO-NEWS","","","","","","","False","False","False"
"245","FFIV","-0.280551785339028","0.4860834990059642","323.20001220703125","0.06610369682312012","0.06543600559234619","0.4138313829898834","Manufacturing","COMPUTER COMMUNICATIONS EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"246","CASY","-0.28067039562445734","0.48807157057654077","835.9199829101562","0.04548811912536621","0.12442493438720703","0.2811015248298645","Retail","RETAIL-AUTO DEALERS & GASOLINE STATIONS","1","1","0","POS","2026-04-27T16:38:00Z","3.3069444444444445","16.0","Casey’s General Stores: Is a Stock Split on the Horizon?","Strong stock price performance (45% YTD, 260% over 5 years), robust technical indicators with bullish formations, solid balance sheet with rising equity, active share buyback program, 25-year dividend growth streak, S&P 500 inclusion, 15 analysts with Moderate Buy rating (9 Buy),","stock split;share buyback;dividend growth;institutional buying;S&P 500 inclusion","False","False","False"
"247","CTRA","-0.2817553704171984","0.4900596421471173","35.380001068115234","0.05517458915710449","0.023726820945739746","0.3473488390445709","Mining","CRUDE PETROLEUM & NATURAL GAS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"248","HII","-0.28290978961934155","0.49204771371769385","360.6000061035156","0.0036460161209106445","-0.090817391872406","0.2694641947746277","Manufacturing","SHIP & BOAT BUILDING & REPAIRING","1","1","0","POS","2026-04-29T12:15:00Z","1.4895833333333333","12.0","HII Declares Quarterly Dividend","The declaration of a quarterly dividend of $1.38 per share demonstrates financial stability and confidence in future cash flows. Dividend declarations are typically viewed positively as they indicate management's confidence in the company's financial health and commitment to retu","dividend;quarterly cash dividend;shipbuilder;defense contractor;shareholder returns","False","False","False"
"249","DPZ","-0.28373847138627084","0.49403578528827036","337.7699890136719","-0.08172255754470825","-0.0891268253326416","0.40580251812934875","Wholesale","WHOLESALE-GROCERIES & RELATED PRODUCTS","9","0","8","STRONG-NEG","2026-04-30T20:54:00Z","0.12916666666666668","20.0","Domino’s Pizza: Outlook for the Berkshire Holding After Q1 Drop","Stock down 20% YTD with Q1 miss on both revenue and EPS, lowered full-year guidance, and weak same-store sales growth of 0.9%. However, underlying fundamentals show strong free cash flow growth and market share gains as competitors close stores, suggesting the negative sentiment ","Domino's Pizza;Q1 2026 earnings;same-store sales;consumer sentiment;guidance reduction","False","False","False"
"250","CRL","-0.28512837059643703","0.4960238568588469","165.77999877929688","-0.023674964904785156","-0.046638667583465576","0.44738438725471497","Services","SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH","1","1","0","POS","2026-04-28T17:00:00Z","2.2916666666666665","17.0","Global AAV Vector Manufacturing Market Gearing Up for Outstanding Expansion at a CAGR of ~22% by 2034 | DelveInsight","Key CDMO player in the AAV manufacturing market, benefiting from outsourcing trends and rising demand for contract manufacturing services.","AAV vector manufacturing;gene therapy;biopharmaceutical;contract manufacturing;viral vectors","False","False","False"
"251","VST","-0.2877704831021678","0.49801192842942343","155.27999877929688","-0.0551871657371521","0.027119994163513184","0.38981541991233826","Transportation_Utilities","ELECTRIC SERVICES","1","1","0","POS","2026-04-27T13:16:59Z","3.4465393518518517","13.0","Meta Teams Up With Overview Energy To Harness 'First-of-Its-Kind' Space Solar Power For Its Data Centers","Vistra benefits from Meta's diversified energy strategy, being one of Meta's nuclear power partners, indicating strong demand for alternative energy sources from major tech companies.","space solar power;data centers;renewable energy;nuclear power;AI infrastructure","False","False","False"
"252","CEG","-0.2880537824992783","0.5","307.80999755859375","-0.018243849277496338","0.12825298309326172","0.4694073498249054","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"253","AMGN","-0.288534284680288","0.5019880715705766","329.82000732421875","-0.04275137186050415","-0.05207794904708862","0.27204975485801697","Manufacturing","BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)","3","2","1","POS","2026-05-01T17:11:59Z","-0.7166550925925926","17.0","Stock Market Today: Apple Earnings Power S&P 500, Nasdaq To Records; Trump Hits EU","Tumbled 5.7% despite Q1 beat and raised 2026 guidance due to patent headwinds and biosimilar pressure","S&P 500;Nasdaq 100;Apple earnings;technology rally;software stocks","False","False","False"
"254","VICI","-0.288534284680288","0.5039761431411531","28.579999923706055","0.005629777908325195","0.03326106071472168","0.17134259641170502","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","2","1","0","POS","2026-04-29T14:30:00Z","1.3958333333333333","14.0","This Sleepy Casino REIT Is an Income Lover's Dream","Mentioned as primary competitor with different operating model focused on Las Vegas Strip exposure; no specific performance data provided, presented as alternative investment approach","casino REIT;dividend yield;Gaming and Leisure Properties;income investing;real estate","False","False","False"
"255","ALGN","-0.2890719248553132","0.5059642147117296","178.91000366210938","-0.056431591510772705","0.04871046543121338","0.3994024097919464","Manufacturing","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"256","EXE","-0.2898189601522658","0.5079522862823062","100.12000274658203","0.038158416748046875","-0.036288321018218994","0.24877868592739105","Mining","CRUDE PETROLEUM & NATURAL GAS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"257","LII","-0.2898641252151719","0.5099403578528827","526.3300170898438","0.0720207691192627","0.15768516063690186","0.4408135712146759","Manufacturing","AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP","0","0","0","NO-NEWS","","","","","","","False","False","False"
"258","EQT","-0.29234208457222616","0.5119284294234593","58.65999984741211","-0.004243791103363037","-0.017420470714569092","0.24828803539276123","Mining","CRUDE PETROLEUM & NATURAL GAS","2","2","0","POS","2026-05-01T13:23:42Z","-0.558125","13.0","Arium Networks Launches Following Completion of EQT's Acquisition of Crown Castle's Small Cell Solutions Business","Successfully completed acquisition of Crown Castle's Small Cell business and launched Arium Networks as a standalone company, demonstrating successful deal execution and investment in growing digital infrastructure sector.","Arium Networks;EQT;Crown Castle;small cell infrastructure;5G connectivity","False","False","False"
"259","TRMB","-0.29295891540944957","0.5139165009940357","68.41999816894531","0.015887141227722168","0.05067563056945801","0.2730426490306854","Manufacturing","MEASURING & CONTROLLING DEVICES, NEC","3","3","0","STRONG-POS","2026-05-01T15:00:00Z","-0.625","15.0","ENR FutureTech 2026 Convenes Construction's Top Tech Decision-Makers as Final Few Tickets Remain","Named as Diamond Sponsor with completely sold-out sponsorships, indicating strong industry recognition and investment in the conference","construction technology;AEC sector;innovation;digital transformation;ConTech","False","False","False"
"260","XYL","-0.2942448667638175","0.5159045725646123","115.37000274658203","-0.05013996362686157","-0.048573315143585205","0.32481706142425537","Manufacturing","PUMPS & PUMPING EQUIPMENT","1","0","0","NEUTRAL","2026-05-01T14:00:00Z","-0.5833333333333334","14.0","Leak Detection Market Size to Hit USD 8.53 Billion by 2035 | SNS Insider","Listed as a leading market player but no specific recent developments or market activities mentioned in the article.","leak detection;pipeline infrastructure;regulatory compliance;market growth;handheld detectors","False","False","False"
"261","TKO","-0.29565488813643714","0.5178926441351889","185.9499969482422","-0.002949059009552002","-0.08740675449371338","0.24990950524806976","Services","SERVICES-AMUSEMENT & RECREATION SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"262","MMM","-0.29565488813643714","0.5198807157057654","142.5","-0.02390575408935547","-0.01363605260848999","0.2543802261352539","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","3","3","0","STRONG-POS","2026-05-01T10:00:00Z","-0.4166666666666667","10.0","Wound Cleanser Products Market Size is Projected to be USD 5.17 Billion by 2035; Industry is Propelling Owing to the Growing Technological Investments Globally","3M enhanced its advanced wound care portfolio in August 2025 with upgraded skin-safe cleansing and antimicrobial protection technologies, showing commitment to innovation in the expanding wound care market.","wound cleanser products;chronic wounds;antimicrobial cleansers;market growth;infection prevention","False","False","False"
"263","BXP","-0.29697069596223824","0.5218687872763419","59.369998931884766","0.028408050537109375","0.14658164978027344","0.23728452622890472","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"264","MS","-0.29919388542310155","0.5238568588469185","190.1699981689453","0.011165976524353027","0.14691519737243652","0.27656909823417664","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","1","0","0","NEUTRAL","2026-04-27T14:36:00Z","3.3916666666666666","14.0","Q1 Earnings Kick Off: Strong Results and Record CEO Confidence Anchor the Market","Delivered solid beats but CEO signaled 'complex set of risks' regarding inflation and geopolitical tensions","Q1 2026 earnings;double-digit earnings growth;investment banking;AI infrastructure;CEO confidence","False","False","False"
"265","WM","-0.303887964134869","0.525844930417495","228.77000427246094","-0.0033110976219177246","-0.028247356414794922","0.21288205683231354","Transportation_Utilities","REFUSE SYSTEMS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"266","HLT","-0.3039588548623457","0.5278330019880716","318.6099853515625","-0.05071067810058594","0.04479408264160156","0.3204290568828583","Services","HOTELS & MOTELS","2","1","1","NEUTRAL","2026-04-30T19:25:00Z","0.1909722222222222","19.0","Hilton’s Q1 Report Put Big Question Front and Center for 2026","Strong Q1 earnings beat ($2.01 EPS vs $1.94 expected), raised full-year guidance, record development pipeline of 527,000 rooms, all brand tiers showing RevPAR gains, franchise fees grew 11.4% YOY, and $3.5B capital return planned. The broadening demand trend from premium to budge","Q1 earnings;RevPAR growth;K-shaped to C-shaped economy;travel demand;franchise fees","False","False","False"
"267","CDW","-0.30416200704238544","0.5298210735586482","136.02999877929688","0.005246758460998535","0.11490857601165771","0.33041101694107056","Retail","RETAIL-CATALOG & MAIL-ORDER HOUSES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"268","HD","-0.3046092170936653","0.5318091451292246","323.8800048828125","-0.03575575351715088","0.006995558738708496","0.31689414381980896","Retail","RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS","2","1","0","POS","2026-04-28T14:00:00Z","2.4166666666666665","14.0","Murphy Door Founder Named 2026 Utah Business CEO of the Year","Mentioned only as a retail distribution partner for Murphy Door products; no specific performance metrics or business impact information provided regarding this partnership.","hidden door manufacturer;domestic manufacturing;CEO of the Year;entrepreneurship;American manufacturing","False","False","False"
"269","BMY","-0.3051387205748141","0.5337972166998012","58.220001220703125","-0.008346080780029297","-0.02315431833267212","0.32277122139930725","Manufacturing","PHARMACEUTICAL PREPARATIONS","7","5","1","POS","2026-04-30T20:17:22Z","0.15460648148148148","20.0","Why Bristol Myers Squibb Stock Rocked the Market Today","Company beat analyst expectations on both revenue ($11.5B vs. $10.9B consensus) and adjusted earnings per share ($1.58 vs. $1.42 consensus). Growth portfolio showed strong 12% sales increases, stock surged 5.21%, and full-year guidance was reaffirmed within analyst expectations. ","Bristol Myers Squibb;Q1 2026 earnings;pharmaceutical;growth portfolio;revenue beat","False","False","False"
"270","PAYX","-0.3051387205748141","0.5357852882703777","93.0199966430664","0.035626769065856934","0.014394760131835938","0.3014140725135803","Services","SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"271","STZ","-0.3051387205748141","0.5377733598409543","152.82000732421875","-0.020384550094604492","0.010714411735534668","0.4304894208908081","Manufacturing","BEVERAGES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"272","SPGI","-0.3051387205748141","0.5397614314115308","426.05999755859375","-0.024565577507019043","-0.01182854175567627","0.24504992365837097","Services","SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","1","0","0","NEUTRAL","2026-04-30T08:15:00Z","0.65625","8.0","Prediction: Green Thumb Industries Stock Will Double Within 3 Years","S&P Global is mentioned only as the source of analyst ratings and consensus price targets for Green Thumb Industries. No direct sentiment or analysis of the company itself is provided in the article.","cannabis stocks;Green Thumb Industries;marijuana reclassification;federal cannabis reform;SAFE Banking Act","False","False","False"
"273","CI","-0.3051387205748141","0.5417495029821073","282.8999938964844","0.026338577270507812","0.04770016670227051","0.27053043246269226","Finance_Insurance_RealEstate","HOSPITAL & MEDICAL SERVICE PLANS","1","1","0","POS","2026-04-30T18:58:12Z","0.20958333333333334","18.0","Cigna Raises Outlook, Flags Individual Exchange Exit And Strategic Review Of eviCore","Company beat earnings expectations ($7.79 vs $7.61 consensus), exceeded revenue guidance ($68.52B vs $66.37B consensus), and raised full-year EPS outlook. Strong growth in Evernorth Health Services and positive momentum offset concerns about individual exchange exit and eviCore r","earnings beat;guidance raise;individual exchange exit;eviCore strategic review;CEO transition","False","False","False"
"274","FRT","-0.3056373820979548","0.5437375745526839","115.31999969482422","0.038544654846191406","0.07987642288208008","0.19850514829158783","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"275","AIZ","-0.3056373820979548","0.5457256461232605","231.50999450683594","0.007441163063049316","0.0607074499130249","0.17951679229736328","Finance_Insurance_RealEstate","INSURANCE CARRIERS, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"276","AAPL","-0.3056373820979548","0.547713717693837","280.1400146484375","0.033498167991638184","0.09463906288146973","0.26438629627227783","Manufacturing","ELECTRONIC COMPUTERS","43","16","2","POS","2026-05-01T18:11:41Z","-0.7581134259259259","18.0","Apple Delivers The Quarter Bulls Were Waiting For — Stock Reaches For New Highs","Strong Q2 earnings beat with accelerating iPhone demand, robust Services growth, better-than-expected margins, and forward guidance significantly above Street expectations. Stock rallied 4.3% and approached 52-week highs. Most analysts maintained bullish ratings with raised price","Q2 earnings;iPhone demand;Services growth;gross margin;guidance","False","False","False"
"277","DTE","-0.3065487419474338","0.5497017892644135","148.7899932861328","0.013003706932067871","0.0050661563873291016","0.21163927018642426","Transportation_Utilities","ELECTRIC SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"278","WYNN","-0.3065487419474338","0.55168986083499","105.9800033569336","0.0029337406158447266","0.03871417045593262","0.27730274200439453","Services","HOTELS & MOTELS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"279","MA","-0.3065487419474338","0.5536779324055666","495.4599914550781","-0.017275989055633545","0.004093647003173828","0.26320716738700867","Services","SERVICES-BUSINESS SERVICES, NEC","2","0","0","NEUTRAL","2026-05-01T15:00:00Z","-0.625","15.0","Rayls Launches Public Chain, Advancing its Mission to Bring Global Finance Onchain","Selected Rayls for its Start Path Blockchain and Digital Assets programme, indicating validation but limited to program participation rather than direct deployment.","blockchain;public chain mainnet;stablecoin;tokenization;RWA","False","False","False"
"280","KHC","-0.3065487419474338","0.5556660039761432","22.489999771118164","0.025068283081054688","-0.013163745403289795","0.24888375401496887","Manufacturing","CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES","3","0","3","STRONG-NEG","2026-04-30T18:05:00Z","0.2465277777777778","18.0","Oil Shocks Are Pushing Up Food and Fertilizer Costs. These Consumer Stocks Are Feeling the Squeeze.","Company faces margin compression from rising oil and fertilizer costs, cannot raise prices due to consumer sensitivity, expected 22% EPS decline in 2026, and has structural challenges including weak brand portfolio and failed price-hike strategy.","oil prices;food costs;fertilizer prices;packaged food;margin compression","False","False","False"
"281","CPT","-0.3065487419474338","0.5576540755467196","104.44999694824219","0.026535630226135254","0.0366215705871582","0.2497577667236328","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"282","MCD","-0.3065487419474338","0.5596421471172962","286.6400146484375","-0.04249054193496704","-0.06674480438232422","0.20649608969688416","Retail","RETAIL-EATING PLACES","3","1","0","POS","2026-04-30T05:00:00Z","0.7916666666666666","5.0","Q1 2026 revenues","Mentioned as securing a five-year strategic partnership extension with Capgemini, indicating continued investment in digital transformation and technology services. This is a routine business relationship update with no negative or particularly exceptional implications.","Q1 2026 earnings;revenue growth;AI transformation;cloud services;bookings","False","False","False"
"283","ITW","-0.3065487419474338","0.5616302186878728","255.47000122070312","-0.05132013559341431","-0.010611474514007568","0.27727842330932617","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT","1","1","0","POS","2026-04-28T09:56:00Z","2.5861111111111112","9.0","How to ’Convert’ a 2% Yield Into 6% By Doing Nothing Extra","Company exhibits strong dividend growth with clear historical correlation between share price and dividend increases. Current shareholder yield of 4.2% substantially exceeds stated 2.4% dividend yield. Recent quarter shows 4% revenue growth, solid 26.5% operating margins, and 7% ","dividend yield;shareholder yield;dividend growth;buybacks;yield on cost","False","False","False"
"284","HUBB","-0.30696259041961027","0.5636182902584493","508.42999267578125","-0.08071315288543701","0.028689861297607422","0.3919556438922882","Manufacturing","ELECTRONIC COMPONENTS & ACCESSORIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"285","NTAP","-0.30786454977323485","0.5656063618290258","112.08000183105469","0.03099989891052246","0.08447027206420898","0.3480762839317322","Manufacturing","COMPUTER STORAGE DEVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"286","BA","-0.3078837774190702","0.5675944333996024","227.3800048828125","-0.021769046783447266","0.09201812744140625","0.33838149905204773","Manufacturing","AIRCRAFT","6","1","1","NEUTRAL","2026-04-30T18:09:00Z","0.24375","18.0","Should Investors Be Bullish on Boeing?","While Boeing demonstrates strong operational improvements (14% revenue growth, record $695B backlog, narrowing losses), the article expresses cautious optimism tempered by significant concerns. The company faces execution risks, carries substantial debt, and appears overvalued at","Boeing earnings;Q1 2026 results;aerospace and defense;turnaround strategy;backlog growth","False","False","False"
"287","PYPL","-0.30945409342768937","0.5695825049701789","50.439998626708984","-0.000792384147644043","0.11248338222503662","0.307596892118454","Services","SERVICES-BUSINESS SERVICES, NEC","7","6","0","STRONG-POS","2026-04-29T22:19:18Z","1.0699305555555556","22.0","Stock Market Today, April 29: Mixed Reactions as Big Tech Earnings Beat Expectations","Gained after announcing a major reorganization and designating Venmo as a standalone business unit.","Fed rate decision;Big Tech earnings;AI spending;megacap earnings;market movers","False","False","False"
"288","GPN","-0.3131025003503309","0.5715705765407555","72.36000061035156","0.0678865909576416","0.12974238395690918","0.37898746132850647","Services","SERVICES-BUSINESS SERVICES, NEC","1","0","0","NEUTRAL","2026-04-29T14:14:00Z","1.4069444444444446","14.0","Shift4’s Explosive Growth Comes With High-Stakes Risk","Mentioned as a major competitor in the financial sector with substantial resources, but no specific performance metrics discussed.","payment processing;international expansion;acquisition strategy;debt leverage;growth vs. profitability","False","False","False"
"289","MCO","-0.31355904466225454","0.5735586481113321","455.7699890136719","-0.0006139874458312988","0.03398442268371582","0.25687339901924133","Services","SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","1","1","0","POS","2026-04-28T08:06:00Z","2.6625","8.0","Signs Point to Warren Buffett's Successor, Greg Abel, Dumping the Oracle of Omaha's Former No. 2 Holding at Berkshire Hathaway","Newly designated by Greg Abel as a 'compound over decades' holding, signaling strong confidence in its future performance under the new leadership.","Berkshire Hathaway leadership transition;Greg Abel;Warren Buffett;Bank of America divestment;value investing","False","False","False"
"290","IDXX","-0.31416238267625146","0.5755467196819085","567.4600219726562","0.002703547477722168","-0.0036695003509521484","0.33112722635269165","Manufacturing","IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"291","EW","-0.31416238267625146","0.5775347912524851","83.9800033569336","-0.0020201802253723145","0.036150574684143066","0.3256964385509491","Manufacturing","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"292","PCG","-0.3145505886265508","0.5795228628230616","16.450000762939453","-0.009632766246795654","-0.07428246736526489","0.2668379545211792","Transportation_Utilities","ELECTRIC & OTHER SERVICES COMBINED","0","0","0","NO-NEWS","","","","","","","False","False","False"
"293","HON","-0.3145505886265508","0.5815109343936382","212.5","-0.003143012523651123","-0.07387226819992065","0.2637658715248108","Manufacturing","AIRCRAFT ENGINES & ENGINE PARTS","2","2","0","POS","2026-05-01T14:00:00Z","-0.5833333333333334","14.0","Leak Detection Market Size to Hit USD 8.53 Billion by 2035 | SNS Insider","Company launched next-generation BACnet-connected gas detection platform in 2026 with AI-powered algorithms reducing false alarms by 60%, demonstrating technological advancement and market leadership in the growing leak detection sector.","leak detection;pipeline infrastructure;regulatory compliance;market growth;handheld detectors","False","False","False"
"294","SATS","-0.3152534595850791","0.5834990059642147","123.18000030517578","0.048340439796447754","-0.04274165630340576","0.521091639995575","Transportation_Utilities","COMMUNICATIONS SERVICES, NEC","2","1","0","POS","2026-04-28T06:30:00Z","2.7291666666666665","6.0","Can You Invest in SpaceX Pre-IPO?","Key SpaceX partner gaining millions of SpaceX shares through spectrum license deal. Stock up 420% in past 12 months due to SpaceX relationship, indicating strong market confidence in the partnership.","SpaceX IPO;pre-IPO investment;private company investment;venture capital funds;aerospace company valuation","False","False","False"
"295","BK","-0.316498875130117","0.5854870775347912","133.77999877929688","-0.0020142197608947754","0.0953902006149292","0.18588793277740479","Finance_Insurance_RealEstate","STATE COMMERCIAL BANKS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"296","EMR","-0.31691491573050723","0.5874751491053678","137.4499969482422","-0.027591168880462646","0.04365980625152588","0.3476920425891876","Manufacturing","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)","1","0","0","NEUTRAL","2026-05-01T14:00:00Z","-0.5833333333333334","14.0","Leak Detection Market Size to Hit USD 8.53 Billion by 2035 | SNS Insider","Listed as a leading market player but no specific recent developments or market activities mentioned in the article.","leak detection;pipeline infrastructure;regulatory compliance;market growth;handheld detectors","False","False","False"
"297","CMCSA","-0.31871973752552857","0.5894632206759444","27.190000534057617","-0.013425230979919434","-0.02649480104446411","0.5969464778900146","Transportation_Utilities","CABLE & OTHER PAY TELEVISION SERVICES","2","1","1","NEUTRAL","2026-05-01T18:32:00Z","-0.7722222222222223","18.0","The Death of the Cell Tower: Why the Infrastructure Backbone of the Internet May Already Be Obsolete, According to James Altucher","Included as major telecom incumbent facing competitive threat from satellite-based internet networks offering superior pricing and service quality.","satellite internet;cell towers;5G;telecom disruption;infrastructure","False","False","False"
"298","ABNB","-0.3187951769867334","0.5914512922465208","141.66000366210938","-0.008122146129608154","0.13373351097106934","0.2858697772026062","Services","SERVICES-TO DWELLINGS & OTHER BUILDINGS","3","0","2","STRONG-NEG","2026-04-29T13:19:40Z","1.4446759259259259","13.0","Wall Street Loved Booking's Resilience Story: The Hormuz Crisis Just Broke It","Carries exposure to the Europe-Asia transit corridor flagged by Booking as a channel of damage from the Hormuz crisis, suggesting potential negative impacts on travel demand.","Booking Holdings;travel stocks;Strait of Hormuz;guidance cut;earnings miss","False","False","False"
"299","TXT","-0.3193824522501208","0.5934393638170974","94.72000122070312","0.07685315608978271","0.0757523775100708","0.35084858536720276","Manufacturing","AIRCRAFT & PARTS","1","1","0","POS","2026-04-30T17:47:54Z","0.25840277777777776","17.0","Why Textron Stock Just Popped","Textron exceeded earnings expectations on both top and bottom lines (EPS $1.45 vs. $1.32 forecast; sales $3.7B vs. $3.5B forecast), demonstrated 12% YoY sales growth and 13% earnings growth, and announced a strategic restructuring to divest its weak Industrial division and focus ","Q1 earnings beat;aerospace and defense;business divestiture;profit margins;backlog growth","False","False","False"
